Nummer;Behandlingsaktivitet;KLE Hovedgruppe;KLE Gruppe;KLE niveau 3
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 02. Almene boliger, nybyggeri og renovering;03.02.13. Byggeriets påbegyndelse, godkendelse af anskaffelsessum før påbegyndelse - almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 02. Almene boliger, nybyggeri og renovering;03.02.14. Byggeriets afslutning, godkendelse af endelig anskaffelsessum, almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 02. Almene boliger, nybyggeri og renovering;03.02.20. Eftersyn, almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.00. Private andelsboliger i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.01. Ansøgninger og tilsagn om støtte
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.02. Byggeriets påbegyndelse, private andelsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.03. Byggeriets afslutning, private andelsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.05. Vedtægter, private andelsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.10. Eftersyn, private andelsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.15. Kommunen som andelshaver
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.17. Kommunens indbetaling og udbetaling af forskelsafgift
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 03. Private andelsboliger;03.03.19. Kommunens salg af andel
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.00. Drift, tilsyn og støtte til selvejende ungdomsboliger i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.01. Økonomi mv. - selvejende ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.02. Lejegodkendelse - selvejende ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.03. Godkendelse af forbedringsarbejder mv. - selvejende ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.04. Vedligeholdelsestilstand - selvejende ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 08. Drift, tilsyn og støtte til selvejende ungdomsboliger;03.08.05. Udlejningskriterier - selvejende ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.00. Lejeforhold mv. i private boliger i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.01. Varsling af omkostningsbestemt lejeforhøjelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.02. Vedligeholdelse og mangler ved lejeforholdets begyndelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.03. Forbedringer mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.04. Huslejeregulering for mindre ejendomme og 80/20 ejendomme
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.05. Huslejeregulering og opsigelse for enkeltværelser
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.06. Huslejefastsættelse efter lejelovens § 19, stk. 2
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.07. Huslejefastsættelse efter LL § 19, stk. 1
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.08. Fri huslejefastsættelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.09. Fraflytning og tilbagebetaling af depositum
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.10. Tvister om udbetaling fra udvendige vedligeholdelseskonti
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.12. Forhåndsgodkendelse, lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.13. Forbedringer i ejendomme med omkostningsbestemt leje [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.15. Huslejenævnets oprettelse og funktion
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.18. Lejeaftaler og lejekontrakters udformning [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.19. Regulering af depositum, forudbetalt leje og sikkerhedsstillelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.22. Lejers og udlejers råderet
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.24. Forbrugsregnskaber, lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.26. Lejerens betaling til fællesantenne, m.v., lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.28. Skatter og afgifter, lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.29. Lejens størrelse - indeksfinansieret boligbyggeri [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.30. Forbedringer småhuse, lejeforhold mv. i private boliger [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.31. Forhåndsgodkendelse - udlejning af ejer- og andelsboliger [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.32. Lejeforhøjelse ved påbudt gårdsanering [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.34. Godtgørelse ved overgang til kollektivt varmeforsyningsanlæg, lejeforhold mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.36. Aftalte forbedringer, lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.38. Tilsidesættelse af god skik og orden, lejeforhold mv. i private boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.40. Manglende efterlevelse af Huslejenævnets afgørelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.42. Huslejeregulering i private boliger i uregulerede kommuner
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.44. Indbringelse af vedligeholdelsesmangler på vegne af lejer
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.46. Huslejefastsættelse efter lejelovens § 19, stk. 1
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.47. Vurdering af brugsværdi inden modernisering
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.52. Mangler ved lejeforholdets begyndelse [udgår 2025]
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.56. Regulering af leje efter nettoprisindeks
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 09. Lejeforhold mv. i private boliger;03.09.60. Tvungen administration af udlejningsejendomme
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.00. Drift af og tilsyn med almene boliger (ikke-økonomisk) i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.01. Godkendelse, vedtægter og opløsning, almene boligorganisationer
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.02. Erhvervelse, afhændelse, forandringer og nedlæggelse af ejendomme
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.04. Anvisningsret/rådighed over almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.10. Dækning af flytteudgifter, almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.11. Omdannelse til almene boligorganisationer eller selvejende almene ungdomsboliginstitutioner mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.12. Mærkning og ommærkning af almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.14. Sideaktiviteter i almene boligorganisationer m.v.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.16. Støtte til startboliger for unge
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.18. Midlertidigt husly til uddannelsessøgende
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.20. Boligorganisationers bestyrelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.24. Almene boligorganisationer – styringsdialog mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 10. Drift af og tilsyn med almene boliger (ikke-økonomisk);03.10.30. Fysisk forandring af omdannelsesområder - planer mv. planer mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.00. Økonomisk tilsyn med almene boliger i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.01. Budget for almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.02. Regnskab for almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.03. Lejegodkendelse i almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.04. Årsberetning for almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.05. Vedligeholdelsesplan for almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 11. Økonomisk tilsyn med almene boliger;03.11.08. Garanti, driftsstøtte, lån - almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.00. Almene boliger - tvister mellem lejer og udlejer i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.01. Lejeaftalen
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.02. Lejefastsættelse og lejeregulering
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.03. Lejerens indflytning
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.04. Mangler ved boligen
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.05. Vedligeholdelse og istandsættelse
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.06. Udlejerens adgang til det lejede, almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.07. Lejerens ret til at foretage installationer i og forbedringer af det lejede
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.08. Betaling af leje mv
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.09. Betaling for varme og vand mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.10. Lejerens betaling til fællesantenner mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.11. Brugsrettens overgang til andre
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.12. Lejerens brug af det lejede
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.13. Opsigelse og genhusning, almene boliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.14. Udlejerens ret til at hæve lejeaftalen
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.15. Lejerens fraflytning
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.17. Tvister om beslutninger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.18. Tvister om anvisning af almene familieboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 12. Almene boliger - tvister mellem lejer og udlejer;03.12.20. Beboerklagenævnets oprettelse og funktion mv.
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 14. Støttede private ungdomsboliger;03.14.00. Støttede private ungdomsboliger i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 14. Støttede private ungdomsboliger;03.14.02. Byggeriets påbegyndelse og afslutning - private ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 14. Støttede private ungdomsboliger;03.14.04. Godkendelse af færdigt byggeri - private ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 14. Støttede private ungdomsboliger;03.14.06. Driftsfasen - private ungdomsboliger
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 30. Boligsocial indsats;03.30.00. Boligsocial indsats i almindelighed
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 30. Boligsocial indsats;03.30.05. Helhedsplaner
66;Behandling af personoplysninger i forbindelse med boliger;03. Boliger;03. 30. Boligsocial indsats;03.30.10. Beboerrådgivning
66;Behandling af personoplysninger i forbindelse med boliger;13. Forsyning;13. 07. Udlejning af kommunens ejendomme;13.07.01. Beboelseslejligheder, udleje
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 00. Regulering af private erhverv;22.00.00. Regulering af private erhverv i almindelighed
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 01. Restaurations- og hotelvirksomhed;22.01.00. Restaurations- og hotelvirksomhed i almindelighed
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 01. Restaurations- og hotelvirksomhed;22.01.01. Alkoholbevillinger
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 01. Restaurations- og hotelvirksomhed;22.01.02. Restaurationsvirksomheders lukketid
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 01. Restaurations- og hotelvirksomhed;22.01.10. Bevillingsnævn, opbygning af
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 03. Forretningers åbningstid (butikstid);22.03.00. Forretningers åbningstid (butikstid) i almindelighed
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 09. Biografbevilling (tilladelse til offentlig filmforevisning);22.09.00. Biografbevilling (tilladelse til offentlig filmforevisning) i almindelighed
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.00. Taxikørsel i almindelighed
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.01. Tilbagekaldelse, nægtelse af fornyelse samt bortfald af tilladelser mv.
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.02. Tilladelser til taxikørsel (taxibevillinger) mv.
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.03. Bestemmelser om taxiers indretning, udstyr, benyttelse mv.
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.04. Førere af køretøjer, godkendelse
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.05. Bestillingskontorer
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.10. Tilladelser til limousine
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.14. Tilladelser til sygetransport
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.18. Tilladelser til erhvervsmæssig personbefordring i kundernes køretøjer
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.22. Holdepladser
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.26. Betaling for taxikørsel
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.30. Trafikbøger
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.34. International taxikørsel på vej
67;Behandling af personoplysninger i forbindelse med regulering af private erhverv;22. Regulering af private erhverv;22. 11. Taxikørsel;22.11.38. Taxinævn, opbygning af
68;Behandling af personoplysinger i forbindelse med whistleblowerordning;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.45. Whistleblowerordning
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 01. Kommunens styrelse;00.01.00. Kommunens styrelse i almindelighed
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 01. Kommunens styrelse;00.01.10. Opgaver der dækker flere hovedgrupper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.00. Forvaltningsprincipper i almindelighed
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.01. Inhabilitet - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.02. Vejledning og partsrepræsentation - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.03. Aktindsigt - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.04. Partshøring - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.05. Begrundelser i afgørelser - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.06. Klagevejledning - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.07. Tavshedspligt - forvaltningsprincipper
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.08. Videregivelse af oplysninger til anden forvaltningsmyndighed
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.10. Notatpligt mv.
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.15. God forvaltningsskik
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.17. Forskelsbehandling og diskrimination
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.20. Videreanvendelse af den offentlige sektors informationer
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 07. Forvaltningsprincipper;00.07.40. Opbygning af borgerrådgiverfunktion
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;00. Kommunens styrelse;00. 15. Administrativ organisering;00.15.15. Administrativ og økonomisk bemyndigelse
69;Behandling af personoplysninger i forbindelse med kommunens styrelse, forvaltningsprincipper samt administrativ og økonomisk bemyndigelse;27. Social Service;27. 00. Social service;27.00.00. Social service i almindelighed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.00. Kommunikations- og informationsvirksomhed i almindelighed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.02. Markedsføring og PR-virksomhed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.04. Kommunikationsvirksomhed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.06. Informationsvirksomhed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.08. Pressevirksomhed
70;Behandling af personoplysninger i forbindelse med kommunikations- og informationsvirksomhed;00. Kommunens styrelse;00. 13. Kommunikations- og informationsvirksomhed;00.13.10. Design og layout
71;Behandling af personoplysninger i forbindelse med kommunalbestyrelsen, udvalg mv.;00. Kommunens styrelse;00. 22. Kommunalbestyrelsen, udvalg mv. - kommunens styrelse;00.22.00. Kommunalbestyrelsen, udvalg mv. - kommunens styrelse i almindelighed
71;Behandling af personoplysninger i forbindelse med kommunalbestyrelsen, udvalg mv.;00. Kommunens styrelse;00. 22. Kommunalbestyrelsen, udvalg mv. - kommunens styrelse;00.22.02. Kommunalbestyrelsen - kommunens styrelse
71;Behandling af personoplysninger i forbindelse med kommunalbestyrelsen, udvalg mv.;00. Kommunens styrelse;00. 22. Kommunalbestyrelsen, udvalg mv. - kommunens styrelse;00.22.04. Udvalg, bestyrelser mv. - kommunens styrelse
71;Behandling af personoplysninger i forbindelse med kommunalbestyrelsen, udvalg mv.;00. Kommunens styrelse;00. 22. Kommunalbestyrelsen, udvalg mv. - kommunens styrelse;00.22.12. Sagsindsigt for kommunalbestyrelsesmedlemmer
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.00. Forebyggelse og rådgivning, social service i almindelighed
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.04. Rådgivning om sociale forhold
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.12. Handleplaner, voksne
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.16. Tilsyn og opfølgning efter servicelovens § 148 og §§ 150-151c
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.26. Politi, Socialforvaltning og Psykiatri- samarbejde (PSP)
72;Behandling af personoplysninger i forbindelse med forebyggelse og rådgivning om sociale forhold samt tilsyn med plejehjem, friplejeboliger og tilbud til ungdomskriminelle;27. Social Service;27. 12. Forebyggelse og rådgivning, social service;27.12.30. Politi, Socialforvaltning og Psykiatri- henvendelser (PSP)
